id,char,codepoint,pinyins_tone3,pinyins_display,script_type,gloss_en
14195,殲,U+6BB2,jian1,jiān,traditional,"annihilate, wipe out, kill off"
14196,殳,U+6BB3,shu1,shū,neutral,name of old weapon; kill; rad. 79
14197,殴,U+6BB4,ou1,ōu,simplified,"beat, fight with fists, hit"
14198,段,U+6BB5,duan4,duàn,neutral,"section, piece, division"
14199,殶,U+6BB6,zhu4,zhù,neutral,
14200,殷,U+6BB7,yin1|yan1|yin3,yīn|yān|yǐn,neutral,"many, great; abundant, flourishing"
14201,殸,U+6BB8,qing4|keng1|sheng1,qìng|kēng|shēng,neutral,stone chimes
14202,殹,U+6BB9,yi4,yì,neutral,an echo
14203,殺,U+6BBA,sha1|shai4|sa4|xie4|shi4,shā|shài|sà|xiè|shì,traditional,"kill, slaughter, murder; hurt; to pare off, reduce, clip"
14204,殻,U+6BBB,qiao4,qiào,traditional,"casing, shell, husk, hull, skin"
14205,殼,U+6BBC,ke2|qiao4,ké|qiào,traditional,"casing, shell, husk, hull, skin"
14206,殽,U+6BBD,xiao2|yao2|xiao4,xiáo|yáo|xiào,neutral,"mixed up, confused; cooked"
14207,殾,U+6BBE,xun4,xùn,neutral,
14208,殿,U+6BBF,dian4,diàn,neutral,hall; palace; temple
14209,毀,U+6BC0,hui3,huǐ,traditional,"destroy, ruin, injure; slander"
14210,毁,U+6BC1,hui3|hui4,huǐ|huì,simplified,destroy
14211,毂,U+6BC2,gu3|gu1,gǔ|gū,simplified,hub of wheel
14212,毃,U+6BC3,qiao1,qiāo,neutral,
14213,毄,U+6BC4,ji1,jī,traditional,
14214,毅,U+6BC5,yi4,yì,neutral,"resolute, decisive, firm, persist"
14215,毆,U+6BC6,ou1|kou1|qu1,ōu|kōu|qū,traditional,"beat, fight with fists, hit; to strike, brawl"
14216,毇,U+6BC7,hui3,huǐ,neutral,
14217,毈,U+6BC8,duan4,duàn,neutral,"infertile eggs; (Cant.) rotten, muddled"
14218,毉,U+6BC9,yi1,yī,neutral,"medicine; to cure, heal; physician; a black stone like jade"
14219,毊,U+6BCA,xiao1,xiāo,traditional,
14220,毋,U+6BCB,wu2|mou2,wú|móu,neutral,do not; not; surname; rad. 80
14221,毌,U+6BCC,guan4,guàn,neutral,"old form of 貫; component in 贯,貫,實, etc.; not to be confused with 毋"
14222,母,U+6BCD,mu3|mu2|wu3|wu2,mǔ|mú|wǔ|wú,neutral,mother; female elders; female
14223,毎,U+6BCE,mei3,měi,neutral,every
14224,每,U+6BCF,mei3,měi,neutral,"every, each"
14225,毐,U+6BD0,ai3,ǎi,neutral,person of reprehensible morals; immoral; adulterer
14226,毑,U+6BD1,jie3,jiě,neutral,"grandmother, older woman"
14227,毒,U+6BD2,du2|dai4,dú|dài,neutral,"poison, venom; poisonous"
14228,毓,U+6BD3,yu4,yù,neutral,"give birth to; bring up, educate"
14229,比,U+6BD4,bi3|bi4|pi2|pi3,bǐ|bì|pí|pǐ,neutral,"to compare, liken; comparison; than; hexagram ䷇"
14230,毕,U+6BD5,bi4,bì,simplified,"end, finish, conclude; completed"
14231,毖,U+6BD6,bi4,bì,neutral,"guard against, take care; caution"
14232,毗,U+6BD7,pi2,pí,neutral,"help, assist; connect, adjoin"
14233,毘,U+6BD8,pi2,pí,neutral,"help, assist; connect, adjoin"
14234,毙,U+6BD9,bi4,bì,simplified,kill; die violent death
14235,毚,U+6BDA,chan2,chán,traditional,cunning; greedy; crafty
14236,毛,U+6BDB,mao2|mao4,máo|mào,neutral,"hair, fur, feathers; coarse"
14237,毜,U+6BDC,hao2,háo,neutral,
14238,毝,U+6BDD,cai3,cǎi,neutral,
14239,毞,U+6BDE,pi2,pí,neutral,
14240,毟,U+6BDF,lie3,liě,neutral,"to pluck, pick, tear"
14241,毠,U+6BE0,jia1,jiā,neutral,
14242,毡,U+6BE1,zhan1,zhān,neutral,"felt; rug, carpet"
14243,毢,U+6BE2,sai1,sāi,neutral,
14244,毣,U+6BE3,mu4|mao4,mù|mào,neutral,
14245,毤,U+6BE4,tuo4,tuò,neutral,
14246,毥,U+6BE5,xun2|xun4,xún|xùn,neutral,
14247,毦,U+6BE6,er3,ěr,neutral,
14248,毧,U+6BE7,rong2,róng,neutral,"fur, hair, down; camel hair"
14249,毨,U+6BE8,xian3,xiǎn,neutral,to moult
14250,毩,U+6BE9,ju2,jú,neutral,a leather ball for kicking
14251,毪,U+6BEA,mu2,mú,neutral,serge from Tibet
14252,毫,U+6BEB,hao2,háo,neutral,fine hair; measure of length
14253,毬,U+6BEC,qiu2,qiú,neutral,"ball, anything round, sphere"
14254,毭,U+6BED,dou4|nuo4,dòu|nuò,neutral,
14255,毮,U+6BEE,sha1,shā,neutral,"[kokuji] to pull out hair, etc."
14256,毯,U+6BEF,tan3,tǎn,neutral,"rug, carpet, blanket"
14257,毰,U+6BF0,pei2,péi,neutral,
14258,毱,U+6BF1,ju2,jú,neutral,
14259,毲,U+6BF2,duo1,duō,neutral,
14260,毳,U+6BF3,cui4|qiao1|xia1,cuì|qiāo|xiā,neutral,fine hair or fur on animals
14261,毴,U+6BF4,bi1,bī,neutral,
14262,毵,U+6BF5,san1,sān,simplified,long feathers; scraggy
14263,毶,U+6BF6,san1,sān,simplified,
14264,毷,U+6BF7,mao4,mào,neutral,restless
14265,毸,U+6BF8,sai1|sui1,sāi|suī,neutral,
14266,毹,U+6BF9,shu1|yu2,shū|yú,neutral,rug
14267,毺,U+6BFA,shu1,shū,neutral,
14268,毻,U+6BFB,tuo4,tuò,neutral,"to molt; to change the coat of animals; (Cant.) muddled, confused"
14269,毼,U+6BFC,he2|ke3|da1,hé|kě|dā,neutral,
14270,毽,U+6BFD,jian4,jiàn,neutral,a shuttlecock
14271,毾,U+6BFE,ta4,tà,neutral,"a coarse, woollen serge"
14272,毿,U+6BFF,san1,sān,traditional,long feathers; scraggy
14273,氀,U+6C00,lv2|shu1|yu2|dou1,lǘ|shū|yú|dōu,traditional,
14274,氁,U+6C01,mu2,mú,neutral,
14275,氂,U+6C02,mao2|li2,máo|lí,traditional,tail; hair; yak
14276,氃,U+6C03,tong2,tóng,neutral,
14277,氄,U+6C04,rong3|rong2,rǒng|róng,neutral,down
14278,氅,U+6C05,chang3,chǎng,neutral,overcoat; down feathers
14279,氆,U+6C06,pu3,pǔ,neutral,"thick, rough serge from Tibet"
14280,氇,U+6C07,lu,lu,simplified,thick rough serge from Tibet
14281,氈,U+6C08,zhan1,zhān,traditional,"felt; rug, carpet"
14282,氉,U+6C09,sao4,sào,neutral,"restless, melancholy"
14283,氊,U+6C0A,zhan1,zhān,neutral,"felt; coarse fabrics use for rugs, carpets, wrappers etc."
14284,氋,U+6C0B,meng2,méng,neutral,
14285,氌,U+6C0C,lu3,lǔ,traditional,thick rough serge from Tibet
14286,氍,U+6C0D,qu2,qú,neutral,fine woollen cloth; a mat used by the emperor in worshipping god
14287,氎,U+6C0E,die2,dié,neutral,fine cotton cloth
14288,氏,U+6C0F,shi4|zhi1|jing1,shì|zhī|jīng,neutral,"clan, family; mister"
14289,氐,U+6C10,di1|di3|zhi1,dī|dǐ|zhī,neutral,"name of an ancient tribe; root; 3rd lunar mansion, determinative star α Librae (Zubenelgenubi)"
14290,民,U+6C11,min2,mín,neutral,"people, subjects, citizens"
14291,氒,U+6C12,jue2,jué,neutral,
14292,氓,U+6C13,mang2|meng2,máng|méng,neutral,people; subjects; vassals
14293,气,U+6C14,qi4|qi3,qì|qǐ,neutral,"steam, vapor; Kangxi radical 84"
14294,氕,U+6C15,pie1,piē,neutral,"hydrogen-1, protium"
14295,氖,U+6C16,nai3,nǎi,neutral,"neon (element 10, Ne)"
14296,気,U+6C17,qi4,qì,neutral,"air, gas, steam, vapor; spirit"
14297,氘,U+6C18,dao1,dāo,neutral,deuterium
14298,氙,U+6C19,xian1,xiān,neutral,"xenon (element 54, Xe)"
14299,氚,U+6C1A,chuan1,chuān,neutral,tritium
14300,氛,U+6C1B,fen1,fēn,neutral,"gas, vapor, air"
14301,氜,U+6C1C,yang2|ri4,yáng|rì,neutral,"clear, bright; the sun; heat pertaining to this world; superior; upper; front"
14302,氝,U+6C1D,nei4,nèi,neutral,"neon (element 10, Ne)"
14303,氞,U+6C1E,bin,bin,neutral,
14304,氟,U+6C1F,fu2,fú,neutral,"fluorine (element 9, F)"
14305,氠,U+6C20,shen1,shēn,neutral,
14306,氡,U+6C21,dong1,dōng,neutral,"radon (element 86, Rn)"
14307,氢,U+6C22,qing1,qīng,simplified,ammonia; hydrogen nitride
14308,氣,U+6C23,qi4|xi4,qì|xì,traditional,"air, gas, steam, vapor; spirit"
14309,氤,U+6C24,yin1|yan2,yīn|yán,neutral,"hanging fog, misty"
14310,氥,U+6C25,xi1,xī,neutral,(obsolete; see 氙) xenon
14311,氦,U+6C26,hai4,hài,neutral,"helium (element 2, He)"
14312,氧,U+6C27,yang3,yǎng,neutral,"oxygen (element 8, O)"
14313,氨,U+6C28,an1,ān,neutral,ammonia; hydrogen nitride
14314,氩,U+6C29,ya4,yà,simplified,"argon (element 18, Ar)"
14315,氪,U+6C2A,ke4,kè,neutral,"krypton (element 36, Kr)"
14316,氫,U+6C2B,qing1,qīng,traditional,"hydrogen (element 1, H)"
14317,氬,U+6C2C,ya4,yà,traditional,"argon (element 18, Ar)"
14318,氭,U+6C2D,dong1,dōng,traditional,(obsolete; see 氡) radon
14319,氮,U+6C2E,dan4,dàn,neutral,"nitrogen (element 7, N)"
14320,氯,U+6C2F,lv4,lǜ,neutral,"chlorine (element 17, Cl)"
14321,氰,U+6C30,qing2,qíng,neutral,cyanogen; ethane dinitrile
14322,氱,U+6C31,yang3,yǎng,neutral,
14323,氲,U+6C32,yun1|yun2,yūn|yún,simplified,life giving influences of nature; spirit of harmony; prosperity
14324,氳,U+6C33,yun1,yūn,traditional,life giving influences of nature; spirit of harmony; prosperity
14325,水,U+6C34,shui3,shuǐ,neutral,"water, liquid, lotion, juice"
14326,氵,U+6C35,shui,shui,neutral,water; radical number 85
14327,氶,U+6C36,zheng3|cheng2|zheng4,zhěng|chéng|zhèng,neutral,name of a river in Shandong
14328,氷,U+6C37,bing1,bīng,neutral,"ice, frost, icicles; cold"
14329,永,U+6C38,yong3,yǒng,neutral,"long, perpetual, eternal, forever"
14330,氹,U+6C39,dang4,dàng,neutral,ditch; pool
14331,氺,U+6C3A,shui3,shuǐ,neutral,
14332,氻,U+6C3B,le4,lè,neutral,
14333,氼,U+6C3C,ni4|mei4,nì|mèi,neutral,to sink; to drown to be given over to
14334,氽,U+6C3D,tun3|qiu2,tǔn|qiú,neutral,to float; to deep fry; (Cant.) to turn inside-out
14335,氾,U+6C3E,fan4|fan2,fàn|fán,neutral,"overflow, flood, inundate"
14336,氿,U+6C3F,gui3|jiu3|qiu2,guǐ|jiǔ|qiú,neutral,spring
14337,汀,U+6C40,ting1|ting4|ding4,tīng|tìng|dìng,neutral,"sandbar, beach, bank, shore"
14338,汁,U+6C41,zhi1|xie2|shi2,zhī|xié|shí,neutral,"juice, liquor, fluid, sap, gravy, sauce"
14339,求,U+6C42,qiu2,qiú,neutral,"seek; demand, request; beseech"
14340,汃,U+6C43,bin1|pa4|pa1,bīn|pà|pā,neutral,
14341,汄,U+6C44,ze4,zè,neutral,
14342,汅,U+6C45,mian3,miǎn,neutral,
14343,汆,U+6C46,cuan1,cuān,neutral,to parboil; hot water kettle; to boil
14344,汇,U+6C47,hui4,huì,simplified,"concourse; flow together, gather"
14345,汈,U+6C48,diao1,diāo,neutral,a lake in Húběi
14346,汉,U+6C49,han4,hàn,simplified,Chinese people; Chinese language
14347,汊,U+6C4A,cha4,chà,neutral,a branching stream
14348,汋,U+6C4B,zhuo2|yue4|que4|shuo4,zhuó|yuè|què|shuò,neutral,to pour
14349,汌,U+6C4C,chuan4,chuàn,neutral,
14350,汍,U+6C4D,wan2|huan2,wán|huán,neutral,weep
14351,汎,U+6C4E,fan4|fa2,fàn|fá,neutral,"float, drift; afloat; careless"
14352,汏,U+6C4F,da4|tai4,dà|tài,neutral,
14353,汐,U+6C50,xi1,xī,neutral,"night tides, evening ebb tide"
14354,汑,U+6C51,tuo1,tuō,neutral,
14355,汒,U+6C52,mang2|mang3,máng|mǎng,neutral,
14356,汓,U+6C53,qiu2|you2,qiú|yóu,neutral,
14357,汔,U+6C54,qi4,qì,neutral,"close, almost"
14358,汕,U+6C55,shan4|shuan4,shàn|shuàn,neutral,basket for catching fish; bamboo; Swatow (Shantou)
14359,汖,U+6C56,pin4|chi2,pìn|chí,neutral,
14360,汗,U+6C57,han4|han2|gan1,hàn|hán|gān,neutral,"perspiration, sweat"
14361,汘,U+6C58,qian1,qiān,neutral,
14362,汙,U+6C59,wu1|yu2|wa1|yu1,wū|yú|wā|yū,neutral,"filthy, dirty, impure, polluted"
14363,汚,U+6C5A,wu1,wū,neutral,"filthy, dirty, impure, polluted"
14364,汛,U+6C5B,xun4,xùn,neutral,"high water, flood tides"
14365,汜,U+6C5C,si4,sì,neutral,a stream which leaves the main branch then later returns
14366,汝,U+6C5D,ru3,rǔ,neutral,you
14367,汞,U+6C5E,gong3,gǒng,neutral,"mercury (element 80, Hg)"
14368,江,U+6C5F,jiang1,jiāng,neutral,large river; the Yangzi; surname
14369,池,U+6C60,chi2|tuo2|che4,chí|tuó|chè,neutral,"pool, pond; moat; cistern"
14370,污,U+6C61,wu1,wū,neutral,"filthy, dirty, impure, polluted"
14371,汢,U+6C62,tu,tu,neutral,
14372,汣,U+6C63,jiu3,jiǔ,neutral,
14373,汤,U+6C64,tang1|shang1,tāng|shāng,simplified,"hot water; soup, gravy, broth"
14374,汥,U+6C65,zhi1|ji4,zhī|jì,neutral,
14375,汦,U+6C66,zhi3,zhǐ,neutral,
14376,汧,U+6C67,qian1|yan2,qiān|yán,neutral,name of a river in Shangdong; marsh; float
14377,汨,U+6C68,mi4,mì,neutral,Mi(luo) river in Hunan province where Qu Yuan drowned himself; to sink; (used erroneously for 汩)
14378,汩,U+6C69,gu3|yu4|hu2,gǔ|yù|hú,neutral,run swiftly
14379,汪,U+6C6A,wang1|wang3|hong2,wāng|wǎng|hóng,neutral,"vast, extensive, deep; surname"
14380,汫,U+6C6B,jing3,jǐng,neutral,"a pit, trap; the appearance of a small, meandering stream"
14381,汬,U+6C6C,jing3,jǐng,neutral,
14382,汭,U+6C6D,rui4|tun1,ruì|tūn,neutral,confluence of two streams; bend
14383,汮,U+6C6E,jun1,jūn,neutral,
14384,汯,U+6C6F,hong2,hóng,neutral,
14385,汰,U+6C70,tai4,tài,neutral,"excessive; scour, wash out"
14386,汱,U+6C71,quan3|fu2,quǎn|fú,neutral,
14387,汲,U+6C72,ji2|ji1,jí|jī,neutral,draw water from well; imbibe
14388,汳,U+6C73,bian4,biàn,neutral,
14389,汴,U+6C74,bian4,biàn,neutral,name of a river in Henan; Henan
14390,汵,U+6C75,gan4|han2|cen2,gàn|hán|cén,neutral,
14391,汶,U+6C76,wen4|wen2|min2|men2,wèn|wén|mín|mén,neutral,a river in Shandong province
14392,汷,U+6C77,zhong1,zhōng,neutral,
14393,汸,U+6C78,fang1|pang1,fāng|pāng,neutral,
14394,汹,U+6C79,xiong1,xiōng,neutral,"turbulent; noisy, restless"
14395,決,U+6C7A,jue2|que1|xue4,jué|quē|xuè,traditional,"decide, determine, judge"
14396,汻,U+6C7B,hu3|huang3,hǔ|huǎng,neutral,
14397,汼,U+6C7C,niu2|you2,niú|yóu,neutral,
14398,汽,U+6C7D,qi4|gai4|yi3,qì|gài|yǐ,neutral,"steam, vapor, gas"
14399,汾,U+6C7E,fen2|pen2|fen1,fén|pén|fēn,neutral,river in Shanxi province
14400,汿,U+6C7F,xu4,xù,neutral,
14401,沀,U+6C80,xu4,xù,neutral,
14402,沁,U+6C81,qin4,qìn,neutral,"soak into, seep in, percolate"
14403,沂,U+6C82,yi2|yin2,yí|yín,neutral,river in southeast Shandong
14404,沃,U+6C83,wo4,wò,neutral,"water, irrigate; fertile, rich"
14405,沄,U+6C84,yun2,yún,neutral,billows
14406,沅,U+6C85,yuan2,yuán,neutral,name of a river in western Hunan that flows into Dongting lake
14407,沆,U+6C86,hang4|hang2|kang4,hàng|háng|kàng,neutral,a ferry; fog; flowing
14408,沇,U+6C87,yan3|wei3,yǎn|wěi,neutral,flowing and engulfing; brimming
14409,沈,U+6C88,shen3|chen2|tan2,shěn|chén|tán,neutral,"sink, submerge; addicted to; surname"
14410,沉,U+6C89,chen2,chén,neutral,"sink, submerge; addicted to"
14411,沊,U+6C8A,dan4,dàn,neutral,(Cant.) onomatopoetic
14412,沋,U+6C8B,you2,yóu,neutral,
14413,沌,U+6C8C,dun4|zhuan4|tun2|chun2,dùn|zhuàn|tún|chún,neutral,"chaotic, confused; turbid, murky"
14414,沍,U+6C8D,hu4|hu2,hù|hú,neutral,"freezing; stopped up, closed off"
14415,沎,U+6C8E,huo4,huò,neutral,
14416,沏,U+6C8F,qi1|qie4,qī|qiè,neutral,infuse
14417,沐,U+6C90,mu4,mù,neutral,"bathe, cleanse, wash, shampoo"
14418,沑,U+6C91,nv4|niu3,nǜ|niǔ,neutral,
14419,沒,U+6C92,mei2,méi,traditional,"not, have not, none; to drown, sink"
14420,沓,U+6C93,da2|ta4,dá|tà,neutral,"connected, joined; repeated"
14421,沔,U+6C94,mian3,miǎn,neutral,flood; overflowing
14422,沕,U+6C95,mi4|wu4|fu1,mì|wù|fū,neutral,deep; (Cant.) to dive
14423,沖,U+6C96,chong1,chōng,traditional,"pour, infuse, steep; wash away"
14424,沗,U+6C97,pang1|tian1,pāng|tiān,neutral,
14425,沘,U+6C98,bi3,bǐ,neutral,name of a river
14426,沙,U+6C99,sha1|sha4|suo1,shā|shà|suō,neutral,"sand, gravel, pebbles; granulated"
14427,沚,U+6C9A,zhi3,zhǐ,neutral,islet in stream; small sandbar
14428,沛,U+6C9B,pei4,pèi,neutral,"abundant, full, copious; sudden"
14429,沜,U+6C9C,pan4,pàn,neutral,
14430,沝,U+6C9D,zhui3|zi3,zhuǐ|zǐ,neutral,
14431,沞,U+6C9E,za1,zā,neutral,
14432,沟,U+6C9F,gou1,gōu,simplified,"ditch, drain, narrow waterway"
14433,沠,U+6CA0,liu2,liú,neutral,
14434,没,U+6CA1,mei2|mo4|me,méi|mò|me,neutral,"not, have not, none; drown, sink"
14435,沢,U+6CA2,ze2,zé,neutral,"marsh, swamp; grace, brilliance"
14436,沣,U+6CA3,feng1,fēng,simplified,river in Shanxi province
14437,沤,U+6CA4,ou1|ou4,ōu|òu,simplified,"soak, steep; sodden or soaked"
14438,沥,U+6CA5,li4,lì,simplified,"trickle, drip; strain; dregs"
14439,沦,U+6CA6,lun2,lún,simplified,"be lost; sink, be submerged"
14440,沧,U+6CA7,cang1,cāng,simplified,"blue, dark green; cold"
14441,沨,U+6CA8,feng1,fēng,simplified,pleasant sound
14442,沩,U+6CA9,wei2,wéi,simplified,name of a river in Hunan
14443,沪,U+6CAA,hu4,hù,neutral,Shanghai; river near Shanghai
14444,沫,U+6CAB,mo4,mò,neutral,"froth, foam, bubbles, suds"
14445,沬,U+6CAC,mei4|hui4,mèi|huì,neutral,"dusk; Mei river; Zhou dynasty place-name; (Cant.) to go underwater, to dive"
14446,沭,U+6CAD,shu4,shù,neutral,river in Shantung
14447,沮,U+6CAE,ju3|ju1|ju4|jian1|zu3,jǔ|jū|jù|jiān|zǔ,neutral,"stop, prevent; defeated, dejected"
14448,沯,U+6CAF,za2,zá,neutral,
14449,沰,U+6CB0,tuo1|duo2,tuō|duó,neutral,to let drop
14450,沱,U+6CB1,tuo2|duo4|chi2,tuó|duò|chí,neutral,"rivers, streams, waterways; flow"
14451,沲,U+6CB2,tuo2,tuó,neutral,float
14452,河,U+6CB3,he2,hé,neutral,river; stream; the Yellow River
14453,沴,U+6CB4,li4|zhen3,lì|zhěn,neutral,foul and poisonous in confusion; out of harmony
14454,沵,U+6CB5,mi3,mǐ,neutral,
14455,沶,U+6CB6,yi2|chi2|shi4,yí|chí|shì,neutral,
14456,沷,U+6CB7,fa1,fā,neutral,to remove evil; to cleanse; to wash away
14457,沸,U+6CB8,fei4|fu2,fèi|fú,neutral,"boil, bubble up, gush"
14458,油,U+6CB9,you2|you4,yóu|yòu,neutral,"oil, fat, grease, lard; paints"
14459,沺,U+6CBA,tian2,tián,neutral,turbulent
14460,治,U+6CBB,zhi4|chi2,zhì|chí,neutral,"govern, regulate, administer"
14461,沼,U+6CBC,zhao3,zhǎo,neutral,"lake, fishpond, swamps"
14462,沽,U+6CBD,gu1|gu3,gū|gǔ,neutral,buy and sell; inferior in quality
14463,沾,U+6CBE,zhan1|tian1|dian4|chan1,zhān|tiān|diàn|chān,neutral,"moisten, wet, soak; touch"
14464,沿,U+6CBF,yan2|yan3|yan4,yán|yǎn|yàn,neutral,"follow a course, go along"
14465,泀,U+6CC0,si1,sī,neutral,
14466,況,U+6CC1,kuang4,kuàng,traditional,"condition, situation; furthermore"
14467,泂,U+6CC2,jiong3|ying2|ying3|jiong1,jiǒng|yíng|yǐng|jiōng,neutral,clear and deep (of water); wide
14468,泃,U+6CC3,ju1|gou1,jū|gōu,neutral,river in Henan
14469,泄,U+6CC4,xie4|yi4,xiè|yì,neutral,leak; vent; flow; reveal
14470,泅,U+6CC5,qiu2|you1,qiú|yōu,neutral,"swim, float, wade"
14471,泆,U+6CC6,yi4|die2,yì|dié,neutral,"licentious, libertine, dissipated"
14472,泇,U+6CC7,jia1,jiā,neutral,
14473,泈,U+6CC8,zhong1,zhōng,neutral,
14474,泉,U+6CC9,quan2,quán,neutral,"spring, fountain; wealth, money"
14475,泊,U+6CCA,po1|bo2|po4,pō|bó|pò,neutral,anchor vessel; lie at anchor
14476,泋,U+6CCB,hui4|hui3,huì|huǐ,neutral,
14477,泌,U+6CCC,mi4|bi4,mì|bì,neutral,"to seep out, excrete"
14478,泍,U+6CCD,ben1|ben4,bēn|bèn,neutral,
14479,泎,U+6CCE,ze2,zé,neutral,
14480,泏,U+6CCF,zhu2|ku1,zhú|kū,neutral,
14481,泐,U+6CD0,le4,lè,neutral,to write; to indite; veins in minerals
14482,泑,U+6CD1,you1|ao1,yōu|āo,neutral,"the vitreous glaze on china, porcelain, etc."
14483,泒,U+6CD2,gu1,gū,neutral,a river in Hubei province
14484,泓,U+6CD3,hong2,hóng,neutral,"clear, deep pool of water"
14485,泔,U+6CD4,gan1|han4,gān|hàn,neutral,"water from washing rice to boil thick, as gruel"
14486,法,U+6CD5,fa3,fǎ,neutral,"law, rule, regulation, statute; France, French"
14487,泖,U+6CD6,mao3|liu3,mǎo|liǔ,neutral,still waters; river in Jiangsu
14488,泗,U+6CD7,si4,sì,neutral,mucous; nasal flow; sniffle; river in Shandong
14489,泘,U+6CD8,hu1,hū,neutral,
14490,泙,U+6CD9,ping2|peng1,píng|pēng,neutral,roar
14491,泚,U+6CDA,ci3|zi3,cǐ|zǐ,neutral,clear; bright and brilliant; sweat
14492,泛,U+6CDB,fan4|feng3|fa2,fàn|fěng|fá,neutral,"to drift, float; careless, reckless"
14493,泜,U+6CDC,zhi1|chi2|zhi4,zhī|chí|zhì,neutral,a river in Hebei province
14494,泝,U+6CDD,su4,sù,neutral,go upstream; trace source; formerly
14495,泞,U+6CDE,ning4|zhu4,nìng|zhù,simplified,"mud; miry, muddy, stagnant"
14496,泟,U+6CDF,cheng1,chēng,neutral,
14497,泠,U+6CE0,ling2|ling3,líng|lǐng,neutral,"nice and cool, mild and comfortable"
14498,泡,U+6CE1,pao4|pao1|pao2,pào|pāo|páo,neutral,"bubbles, suds; blister; soak"
14499,波,U+6CE2,bo1|bei1|bi4,bō|bēi|bì,neutral,"waves, breakers; undulations"
14500,泣,U+6CE3,qi4|li4|se4,qì|lì|sè,neutral,"cry, sob, weep"
14501,泤,U+6CE4,si4,sì,neutral,
14502,泥,U+6CE5,ni2|ni4|ni3|nie4|ning4,ní|nì|nǐ|niè|nìng,neutral,"mud, mire; earth, clay; plaster"
14503,泦,U+6CE6,ju2,jú,neutral,
14504,泧,U+6CE7,sa4|xue4,sà|xuè,neutral,
14505,注,U+6CE8,zhu4|zhou4,zhù|zhòu,neutral,"concentrate, focus, direct"
14506,泩,U+6CE9,sheng1,shēng,neutral,
14507,泪,U+6CEA,lei4,lèi,neutral,"tears; weep, cry"
14508,泫,U+6CEB,xuan4|xuan2|juan1,xuàn|xuán|juān,neutral,"weep; cry; shine, glisten"
14509,泬,U+6CEC,jue2|xue4,jué|xuè,neutral,
14510,泭,U+6CED,fu2,fú,neutral,a raft
14511,泮,U+6CEE,pan4,pàn,neutral,Zhou dynasty school; disperse; fall apart
14512,泯,U+6CEF,min3|mian4,mǐn|miàn,neutral,"destroy, eliminate; perish"
14513,泰,U+6CF0,tai4,tài,neutral,"great, exalted, superior; big; hexagram ䷊"
14514,泱,U+6CF1,yang1,yāng,neutral,"great, expansive; agitated"
14515,泲,U+6CF2,ji3,jǐ,neutral,kind of white wine; rivers in Hebei and Shandong
14516,泳,U+6CF3,yong3,yǒng,neutral,dive; swim
14517,泴,U+6CF4,guan4,guàn,neutral,
14518,泵,U+6CF5,beng4|pin4|liu2,bèng|pìn|liú,neutral,pump (English loan word)
14519,泶,U+6CF6,xue2,xué,simplified,
14520,泷,U+6CF7,long2|shuang1,lóng|shuāng,simplified,raining; wet; soaked; a river in Guangdong
14521,泸,U+6CF8,lu2,lú,simplified,river in Jiangxi province
14522,泹,U+6CF9,dan4,dàn,neutral,
14523,泺,U+6CFA,luo4|po1,luò|pō,simplified,river in Shandong province
14524,泻,U+6CFB,xie4,xiè,simplified,"drain off, leak; flow, pour down"
14525,泼,U+6CFC,po1,pō,simplified,"pour, splash, water, sprinkle"
14526,泽,U+6CFD,ze2,zé,simplified,"marsh, swamp; grace, brilliance"
14527,泾,U+6CFE,jing1,jīng,simplified,name of a river
14528,泿,U+6CFF,yin2,yín,neutral,
14529,洀,U+6D00,pan2|zhou1,pán|zhōu,neutral,
14530,洁,U+6D01,jie2|ji2,jié|jí,simplified,"clean, purify, pure"
14531,洂,U+6D02,ye4,yè,neutral,
14532,洃,U+6D03,hui1,huī,neutral,
14533,洄,U+6D04,hui2|hui4,huí|huì,neutral,a back-water; an eddy a whirlpool
14534,洅,U+6D05,zai4,zài,neutral,
14535,洆,U+6D06,cheng2,chéng,neutral,
14536,洇,U+6D07,yin1|yan1|ye1,yīn|yān|yē,neutral,"to soak paper, blot"
14537,洈,U+6D08,wei2,wéi,neutral,
14538,洉,U+6D09,hou4,hòu,neutral,
14539,洊,U+6D0A,jian4|cun2,jiàn|cún,neutral,flowing water
14540,洋,U+6D0B,yang2|xiang2|yang3,yáng|xiáng|yǎng,neutral,"ocean, sea; foreign; western"
