id,char,codepoint,pinyins,script_type,variants,gloss_en,examples,hsk_level
1235,勒,U+52D2,lēi(13)|lè,neutral,,(literary) bridle; halter; headstall,伏爾加格勒|伏尔加格勒|俄勒岡,7-9
1236,勓,U+52D3,kài,neutral,,,,
1237,勔,U+52D4,miǎn,neutral,,variant of 勉[mian3],,
1238,動,U+52D5,dòng(5030),traditional,动,(of sth) to move,一二九運動|一動不動|一無所動,1
1239,勖,U+52D6,xù|mào,neutral,,exhort,,
1240,勗,U+52D7,xù,neutral,,exhort,,
1241,勘,U+52D8,kān(13),neutral,,to investigate,勘定|勘察|勘察加,7-9
1242,務,U+52D9,wu(473)|wù(445)|mào,traditional,务,affair,一條龍服務|不務正業|不急之務,2
1243,勚,U+52DA,yì,simplified,勩,(literary) toilsome,,
1244,勛,U+52DB,xūn,traditional,勋,medal,元勛|功勛|勛業,7-9
1245,勜,U+52DC,wěng|yǎng,neutral,,,,
1246,勝,U+52DD,shèng(745),traditional,胜,victory,三個臭皮匠，勝過一個諸葛亮|三連勝|不分勝敗,3
1247,勞,U+52DE,láo(856)|liáo,traditional,劳,(bound form) to toil; labor,一勞永逸|不勞而獲|不辭勞苦,5
1248,募,U+52DF,mù|bó,neutral,,to canvass for contributions; to collect; to raise; to recruit; to enlist,公募|募化|募捐,7-9
1249,勠,U+52E0,lù,neutral,,(bound form) to join (forces),勠力,
1250,勡,U+52E1,piào,neutral,,,,
1251,勢,U+52E2,shì(442)|shi(10),traditional,势,power,上升趨勢|上揚趨勢|乘勢,3
1252,勣,U+52E3,jī,traditional,𪟝,merit; accomplishment (variant of 績|绩[ji4]),,
1253,勤,U+52E4,qín(100)|qí,neutral,,diligent; industrious; hardworking,值勤|克勤克儉|克勤克俭,5
1254,勥,U+52E5,qiǎng|jiǎng,neutral,,,,
1255,勦,U+52E6,jiǎo|chāo|cháo,neutral,,variant of 剿[chao1],征勦,
1256,勧,U+52E7,quàn,neutral,,Japanese variant of 勸|劝,,
1257,勨,U+52E8,xiàng,neutral,,,,
1258,勩,U+52E9,yì,traditional,勚,(literary) toilsome,,
1259,勪,U+52EA,jué,neutral,,,,
1260,勫,U+52EB,fān,neutral,,,,
1261,勬,U+52EC,juān,neutral,,,,
1262,勭,U+52ED,tóng|dòng,neutral,,,,
1263,勮,U+52EE,jù,neutral,,,,
1264,勯,U+52EF,dān,neutral,,exhausted,,
1265,勰,U+52F0,xié,neutral,,harmonious,賈思勰|贾思勰,
1266,勱,U+52F1,mài,traditional,劢,put forth effort,,
1267,勲,U+52F2,xūn,neutral,,variant of 勛|勋[xun1],,
1268,勳,U+52F3,xūn,neutral,,variant of 勛|勋[xun1],元勳|光祿勳|勳爵,
1269,勴,U+52F4,lǜ,traditional,𰅔,,,
1270,勵,U+52F5,lì(93),traditional,励,surname Li,勉勵|勵志|勵志哥,5
1271,勶,U+52F6,chè,neutral,,,,
1272,勷,U+52F7,ráng|xiāng,neutral,,haste,,
1273,勸,U+52F8,quàn(121),traditional,劝,to advise,勸勉|勸動|勸化,5
1274,勹,U+52F9,bāo,neutral,,old variant of 包[bao1],,
1275,勺,U+52FA,sháo|shuò|zhuó|dì,neutral,,spoon,一馬勺壞一鍋|一马勺坏一锅|公勺,6
1276,勻,U+52FB,yún(34),traditional,匀,even,勻實|勻整|勻淨,7-9
1277,勼,U+52FC,jiū,neutral,,,,
1278,勽,U+52FD,bào,neutral,,,,
1279,勾,U+52FE,gōu(42),neutral,,surname Gou,一筆勾銷|一笔勾销|勾三搭四,7-9
1280,勿,U+52FF,wù|mò,neutral,,do not,切勿|勿cue|勿忘國恥,7-9
1281,匀,U+5300,yún(34)|jūn,neutral,勻,even,匀实|匀整|匀净,7-9
1282,匁,U+5301,wén,neutral,,(Japanese kokuji) momme (Japanese unit of weight equal to 3.75 grams),,
1283,匂,U+5302,xiōng,neutral,,,,
1284,匃,U+5303,gài,neutral,,variant of 丐[gai4],,
1285,匄,U+5304,gài,neutral,,variant of 丐[gai4],,
1286,包,U+5305,bāo(706)|fú|páo,neutral,,surname Bao,一手包辦|一手包办|三包,1
1287,匆,U+5306,cōng(124),neutral,,hurried,匆促|匆匆|匆卒,7-9
1288,匇,U+5307,yì,neutral,,,,
1289,匈,U+5308,xiōng,neutral,,Hungary,匈奴|匈牙利|匈牙利語,
1290,匉,U+5309,pēng,neutral,,noise of waters,,
1291,匊,U+530A,jū,neutral,,variant of 掬[ju1],,
1292,匋,U+530B,táo|yáo,neutral,,pottery,,
1293,匌,U+530C,gé,neutral,,,,
1294,匍,U+530D,pú,neutral,,used in 匍匐[pu2 fu2],匍伏|匍匐|匍匐前進,
1295,匎,U+530E,è,neutral,,,,
1296,匏,U+530F,páo,neutral,,bottle gourd,,
1297,匐,U+5310,fú,neutral,,used in 匍匐[pu2 fu2],匍匐|匍匐前進|匍匐前进,
1298,匑,U+5311,gōng,neutral,,to bow,,
1299,匒,U+5312,dá,neutral,,,,
1300,匓,U+5313,jiù,neutral,,,,
1301,匔,U+5314,gōng,neutral,,old variant of 匑[gong1],,
1302,匕,U+5315,bǐ|pìn,neutral,,dagger,匕首|圖窮匕見|图穷匕见,
1303,化,U+5316,huà(2148)|huò,neutral,,variant of 花[hua1],一側化|一侧化|一元化,3
1304,北,U+5317,běi(726),neutral,,north,一個天南，一個地北|一个天南，一个地北|三北,1
1305,匘,U+5318,nǎo,neutral,,old variant of 腦|脑[nao3],,
1306,匙,U+5319,shi(13)|chí,neutral,,spoon,一匙|一把鑰匙開一把鎖|一把钥匙开一把锁,7-9
1307,匚,U+531A,fāng|fàng,neutral,,"""right open box"" radical (Kangxi radical 22), occurring in 区, 医, 匹 etc",,
1308,匛,U+531B,jiù,neutral,,,,
1309,匜,U+531C,yí,neutral,,washbasin with a tubular handle,,
1310,匝,U+531D,zā,neutral,,(literary) to encircle; to go around; to surround,匝加利亞|匝加利亚|匝月,
1311,匞,U+531E,jiàng,neutral,,old variant of 匠[jiang4],,
1312,匟,U+531F,kàng,neutral,,old variant of 炕[kang4],,
1313,匠,U+5320,jiang(70)|jiàng(16),neutral,,craftsman,三個臭皮匠，勝過一個諸葛亮|三个臭皮匠，胜过一个诸葛亮|三個臭皮匠，合成一個諸葛亮,7-9
1314,匡,U+5321,kuāng|wāng,neutral,,surname Kuang,倪匡|匡扶社稷|匡正,
1315,匢,U+5322,hū,neutral,,,,
1316,匣,U+5323,xiá,neutral,,box,匣子|匣槍|匣枪,
1317,匤,U+5324,qū,neutral,,,,
1318,匥,U+5325,fán,neutral,,,,
1319,匦,U+5326,guǐ,simplified,匭,small box,投票匦,
1320,匧,U+5327,qiè,neutral,,old variant of 篋|箧[qie4],,
1321,匨,U+5328,zāng|cáng,neutral,,,,
1322,匩,U+5329,kuāng,neutral,,,,
1323,匪,U+532A,fěi(118)|fēn,neutral,,bandit,交情匪淺|交情匪浅|共匪,7-9
1324,匫,U+532B,hū,neutral,,,,
1325,匬,U+532C,yǔ,neutral,,,,
1326,匭,U+532D,guǐ,traditional,匦,small box,投票匭,
1327,匮,U+532E,kuì|guì,simplified,匱,surname Kui,不匮|不虞匮乏|勤则不匮,
1328,匯,U+532F,huì(73),traditional,汇,to remit,中央匯金|交匯|交匯處,4
1329,匰,U+5330,dān,traditional,𰅦,,,
1330,匱,U+5331,guì|kuì,traditional,匮,surname Kui,不匱|不虞匱乏|勤則不匱,
1331,匲,U+5332,lián,neutral,,variant of 奩|奁[lian2],,
1332,匳,U+5333,lián,neutral,,variant of 奩|奁[lian2],,
1333,匴,U+5334,suǎn,neutral,,bamboo utensil used for washing rice in ancient times,,
1334,匵,U+5335,dú,traditional,𰅥,old variant of 櫝|椟[du2],,
1335,匶,U+5336,jiù,neutral,,old variant of 柩[jiu4],,
1336,匷,U+5337,jué,neutral,,,,
1337,匸,U+5338,xì,neutral,,"""cover"" or ""conceal"" radical in Chinese characters (Kangxi radical 23) (distinguished from 匚[fang1])",,
1338,匹,U+5339,pǐ(79),neutral,,(bound form) matching; comparable to,匹偶|匹克|匹克球,5
1339,区,U+533A,qū(1211)|ōu,neutral,區,surname Ou,11区|七堵区|七星区,3
1340,医,U+533B,yī(460),neutral,醫,medical,中西医|中西医结合|中医,1
1341,匼,U+533C,kē|ē|ǎn,neutral,,,,
1342,匽,U+533D,yǎn|yàn,neutral,,"to hide, to secrete, to repress",,
1343,匾,U+533E,biǎn(23),neutral,,horizontal rectangular inscribed tablet hung over a door or on a wall,匾額|匾额|橫匾,
1344,匿,U+533F,nì|tè,neutral,,to hide,匿名|匿報|匿报,7-9
1345,區,U+5340,qū(1211)|gōu|kòu|ōu|qiū,traditional,区,surname Ou,11區|七堵區|七星區,3
1346,十,U+5341,shí(4082),neutral,,ten,一五一十|一傳十，十傳百|一传十，十传百,1
1347,卂,U+5342,xùn,neutral,,(archaic) to fly rapidly,,
1348,千,U+5343,qiān(881),neutral,韆,thousand,一刻千金|一千零一夜|一失足成千古恨,2
1349,卄,U+5344,niàn,neutral,,"twenty, twentieth",,
1350,卅,U+5345,sà,neutral,,thirty,五卅|五卅運動|五卅运动,
1351,卆,U+5346,zú,neutral,,"variant of 卒[zu2], soldier",,
1352,升,U+5347,shēng(197),neutral,,to ascend; to rise,一人得道，雞犬升天|一人得道，鸡犬升天|上升,3
1353,午,U+5348,wǔ(258)|wu(12),neutral,,"7th earthly branch: 11 a.m.-1 p.m., noon, 5th solar month (6th June-6th July), year of the Horse",上午|下午|下午好,1
1354,卉,U+5349,huì,neutral,,plants,奇花異卉|奇花异卉|奇葩異卉,7-9
1355,半,U+534A,bàn(1143)|pàn,neutral,,half,一個半|一个半|一半,1
1356,卋,U+534B,shì,neutral,,old variant of 世[shi4],,
1357,卌,U+534C,xì,neutral,,forty,,
1358,卍,U+534D,wàn,neutral,,"swastika, a sacred and auspicious symbol in Hinduism, Buddhism, and Jainism",,
1359,华,U+534E,huá(29),simplified,華,abbr. for China,上海振华港口机械|中华|中华人民共和国,3
1360,协,U+534F,xié(150),simplified,協,to cooperate,不协调|不妥协|中俄边界协议,5
1361,卐,U+5350,wàn,neutral,,"swastika, a sacred and auspicious symbol in Hinduism, Buddhism, and Jainism, later adopted by Nazi Germany",,
1362,卑,U+5351,bēi(13)|bān|bì|pí,neutral,,low,不亢不卑|不卑不亢|卑下,7-9
1363,卒,U+5352,zú|cù|cuì,neutral,,variant of 卒[zu2],倉卒|仓卒|兵卒,7-9
1364,卓,U+5353,zhuō,neutral,,surname Zhuo,卓乎不群|卓別林|卓别林,7-9
1365,協,U+5354,xié(150),traditional,协,to cooperate,不協調|不妥協|中俄邊界協議,5
1366,单,U+5355,dān(603)|chán|shàn,neutral,單,surname Shan,上下文菜单|下单|下订单,2
1367,卖,U+5356,mài(479)|mai(51),simplified,賣,to sell,一锤子买卖|以老卖老|倒买倒卖,2
1368,南,U+5357,nán(749)|nā,neutral,,surname Nan,一個天南，一個地北|一个天南，一个地北|不撞南牆不回頭,1
1369,単,U+5358,dān,neutral,,Japanese variant of 單|单,,
1370,卙,U+5359,jí|chì,neutral,,,,
1371,博,U+535A,bó(121),neutral,,(bound form) abundant; plentiful; extensive; wide,三位博士|世博|世博會,5
1372,卛,U+535B,shuài,neutral,,old variant of 率[lu:4],,
1373,卜,U+535C,bo(25)|bǔ|pū,neutral,蔔,surname Bu,一个萝卜一个坑|前途未卜|卜卜米,7-9
1374,卝,U+535D,guàn|kuàng,neutral,,two bunches of hair on a child,,
1375,卞,U+535E,biàn|pán,neutral,,surname Bian,,
1376,卟,U+535F,jī|bǔ,neutral,,used in the transliteration of the names of organic compounds porphyrin 卟啉[bu3 lin2] and porphin 卟吩[bu3 fen1],卟吩|卟啉,
1377,占,U+5360,zhàn(343)|tiē,neutral,,variant of 占[zhan4],占上风|占下风|占中,2
1378,卡,U+5361,kǎ(28)|qiǎ,neutral,,to stop,TF卡|一卡通|丙酸氟替卡松,2
1379,卢,U+5362,lú,simplified,盧,surname Lu,佉卢文|图瓦卢|图卢斯,
1380,卣,U+5363,yǒu,neutral,,wine container,,
1381,卤,U+5364,xī|lǔ 74609.020|lǔ,simplified,滷|鹵,to stew in soy sauce and spices,光卤石|拟卤素|斥卤,7-9
1382,卥,U+5365,xī,neutral,,,,
1383,卦,U+5366,guà,neutral,,divinatory diagram,八卦|八卦山|八卦拳,7-9
1384,卧,U+5367,wò(45),neutral,,to lie,仰卧|仰卧式|仰卧起坐,5
1385,卨,U+5368,xiè,traditional,𫧯,used in old names,,
1386,卩,U+5369,jié,neutral,,"""seal"" radical in Chinese characters (Kangxi radical 26)",,
1387,卪,U+536A,jié,neutral,,old variant of 節|节[jie2],,
1388,卫,U+536B,wèi(340),simplified,衛,surname Wei,不列颠保卫战|世界卫生大会|世界卫生组织,3
1389,卬,U+536C,yǎng|áng,neutral,,surname Ang,,
1390,卭,U+536D,qióng,neutral,,,,
1391,卮,U+536E,zhī,neutral,,goblet,,
1392,卯,U+536F,mǎo,neutral,,mortise (slot cut into wood to receive a tenon),丁卯|丁卯戰爭|丁卯战争,
1393,印,U+5370,yìn(300)|yì,neutral,,surname Yin,3D打印|一步一個腳印|一步一个脚印,2
1394,危,U+5371,wēi(308),neutral,,surname Wei,乘人之危|事危累卵|信用危機,3
1395,卲,U+5372,shào,neutral,,surname Shao,,
1396,即,U+5373,jí(511),neutral,,namely,一拍即合|一觸即潰|一触即溃,4
1397,却,U+5374,què(1157),neutral,卻,old variant of 卻|却[que4],了却|了却此生|冷却,4
1398,卵,U+5375,luǎn(87)|kūn,neutral,,egg; ovum; spawn,事危累卵|以卵擊石|以卵击石,7-9
1399,卶,U+5376,chǐ,neutral,,,,
1400,卷,U+5377,juǎn(115)|juàn(14)|gǔn|jùn|quān,neutral,捲,to roll up,中卷|交卷|并卷机,4
1401,卸,U+5378,xiè(28),neutral,,to unload,交卸|倒戈卸甲|傾卸,7-9
1402,卹,U+5379,xù|sū,neutral,,anxiety,撫卹|賙卹,
1403,卺,U+537A,jǐn,neutral,,nuptial wine cup,合卺|卺饮|连卺,
1404,卻,U+537B,què(1157)|jiǎo|xì,traditional,却,but,了卻|了卻此生|冷卻,4
1405,卼,U+537C,wù,neutral,,uncomfortable,,
1406,卽,U+537D,jí,neutral,,variant of 即[ji2],,
1407,卾,U+537E,è,neutral,,,,
1408,卿,U+537F,qīng,neutral,,high ranking official (old),九卿|公卿|冏卿,
1409,厀,U+5380,xī,neutral,,old variant of 膝[xi1],,
1410,厁,U+5381,sān,neutral,,,,
1411,厂,U+5382,chǎng(731)|ān|hǎn|yán,neutral,廠,"""cliff"" radical in Chinese characters (Kangxi radical 27), occurring in 原, 历, 压 etc",修理厂|修造厂|兵工厂,3
1412,厃,U+5383,wěi|yán,neutral,,,,
1413,厄,U+5384,ě|è,neutral,,distressed,卡爾斯魯厄|卡尔斯鲁厄|厄什塔,7-9
1414,厅,U+5385,tīng(59),simplified,廳,(reception) hall,一房一厅|中共中央办公厅|中厅,5
1415,历,U+5386,lì(819),neutral,曆|歷,old variant of 曆|历[li4],亚历山大|亚历山大·杜布切克|亚历山大大帝,3
1416,厇,U+5387,zhé|zhái,neutral,,,,
1417,厈,U+5388,hǎn|àn,neutral,,,,
1418,厉,U+5389,lì(146),neutral,厲,surname Li,不明觉厉|再接再厉|冷厉,5
1419,厊,U+538A,yǎ,neutral,,,,
1420,压,U+538B,yā(625),neutral,壓,to press,中压管|以权压法|以言代法，以权压法,3
1421,厌,U+538C,yàn(67),simplified,厭,(bound form) to loathe; to be fed up with,不厌|不厌其烦|人憎狗厌,5
1422,厍,U+538D,shè,simplified,厙,surname She,,
1423,厎,U+538E,dǐ|zhǐ,neutral,,whetstone,,
1424,厏,U+538F,zhǎ|zhǎi,neutral,,,,
1425,厐,U+5390,páng,simplified,龎,"variant of 龐|庞[pang2], huge",,
1426,厑,U+5391,yá,neutral,,,,
1427,厒,U+5392,qiè,neutral,,,,
1428,厓,U+5393,yá|ái,neutral,,old form of 崖 (cliff) and 涯 (bank),,
1429,厔,U+5394,shī|zhì,neutral,,river bent,,
1430,厕,U+5395,cè(10)|si,simplified,厠|廁,variant of 廁|厕[ce4],上厕所|公厕|坐厕,6
1431,厖,U+5396,máng|páng,neutral,,huge,,
1432,厗,U+5397,tí,neutral,,"old stone or mineral, possibly related to antimony Sb 銻|锑[ti1]",厗奚,
1433,厘,U+5398,lí(69)|chán,neutral,釐,variant of 釐|厘[li2],公厘|厘金|失之毫厘，謬以千里,4
1434,厙,U+5399,shè,traditional,厍,surname She,,
1435,厚,U+539A,hòu(202),neutral,,thick,不知天高地厚|仁厚|何厚鏵,4
1436,厛,U+539B,tīng,neutral,,,,
1437,厜,U+539C,zuī,neutral,,a mountain peak,,
1438,厝,U+539D,cuò|jí,neutral,,to lay in place,厝火積薪|厝火积薪|積薪厝火,
1439,厞,U+539E,fèi,neutral,,to hide,,
1440,原,U+539F,yuán(1701),neutral,,surname Yuan,一中原則|一中原则|一般原則,2
1441,厠,U+53A0,cè,traditional,厕,variant of 廁|厕[ce4],,6
1442,厡,U+53A1,yuán,neutral,,,,
1443,厢,U+53A2,xiāng(18),simplified,廂,box (in theater),一壁厢|一厢情愿|三厢,7-9
1444,厣,U+53A3,yǎn,simplified,厴,operculum (Latin: little lid),,
1445,厤,U+53A4,lì,neutral,,old variant of 曆|历[li4],,
1446,厥,U+53A5,jué,neutral,,to faint,厥功至偉|厥功至伟|大放厥詞,
1447,厦,U+53A6,shà(17)|xià,neutral,廈,"abbr. for Xiamen or Amoy 廈門|厦门[Xia4 men2], Fujian",世贸大厦|五角大厦|偏厦,7-9
1448,厧,U+53A7,diān,neutral,,,,
1449,厨,U+53A8,chú(48),neutral,廚,old variant of 廚|厨[chu2],下厨|主厨|君子远庖厨,5
1450,厩,U+53A9,jiù,neutral,廄,stable,马厩,
1451,厪,U+53AA,jǐn,neutral,,hut,,
1452,厫,U+53AB,áo,neutral,,,,
1453,厬,U+53AC,guǐ,neutral,,,,
1454,厭,U+53AD,yàn(67)|yā|yì,traditional,厌,(bound form) to loathe; to be fed up with,不厭|不厭其煩|人憎狗厭,5
1455,厮,U+53AE,sī,neutral,廝,variant of 廝|厮[si1],小厮|厮守|厮打,
1456,厯,U+53AF,lì,neutral,,,,
1457,厰,U+53B0,chǎng,neutral,,variant of 廠|厂[chang3],,
1458,厱,U+53B1,lán|qiān,traditional,𰆚,,,
1459,厲,U+53B2,lì(146)|lài,traditional,厉,surname Li,不明覺厲|再接再厲|冷厲,5
1460,厳,U+53B3,yán,neutral,,Japanese variant of 嚴|严,,
1461,厴,U+53B4,yǎn,traditional,厣,operculum (Latin: little lid),,
1462,厵,U+53B5,yuán,neutral,,,,
1463,厶,U+53B6,sī|mǒu,neutral,,old variant of 某[mou3],,
1464,厷,U+53B7,gōng|hóng,neutral,,old variant of 肱[gong1],,
1465,厸,U+53B8,lín|min,neutral,,,,
1466,厹,U+53B9,róu|qiú,neutral,,spear,,
1467,厺,U+53BA,qù,neutral,,old variant of 去[qu4],,
1468,去,U+53BB,qù(7347),neutral,,to go,一來二去|一来二去|一去不回,1
1469,厼,U+53BC,ěr,neutral,,"one of the characters used in kwukyel (phonetic ""keum""), an ancient Korean writing system",,
1470,厽,U+53BD,lěi,neutral,,,,
1471,厾,U+53BE,dǔ|dū,neutral,,to tap lightly,點厾|点厾,
1472,县,U+53BF,xiàn(429),simplified,縣,county,三原县|三台县|三江侗族自治县,4
1473,叀,U+53C0,zhuān|huì,neutral,,,,
1474,叁,U+53C1,sān,simplified,叄,variant of 參|叁[san1],,
1475,参,U+53C2,cān(525)|shēn(25)|cēn,neutral,參,variant of 參|参[can1],丹参|人参|传参,2
1476,參,U+53C3,cān(525)|shēn(25)|cēn|sǎn,traditional,参,three (banker's anti-fraud numeral),丹參|人參|傳參,2
1477,叄,U+53C4,cān,traditional,叁,variant of 參|叁[san1],,
1478,叅,U+53C5,cān,neutral,,old variant of 參|参[can1],,
1479,叆,U+53C6,ài,simplified,靉,misty,叆叇|叆叆,
1480,叇,U+53C7,dài,simplified,靆,see 靉靆|叆叇[ai4 dai4],叆叇,
1481,又,U+53C8,yòu(4892),neutral,,(once) again,一次又一次|一波未平，一波又起|一遍又一遍,2
1482,叉,U+53C9,chā|chá|chǎ|chà,neutral,,fork,三叉戟|三叉神經|三叉神经,5
1483,及,U+53CA,jí(721),neutral,,and,不及|不及格|不及物動詞,3
1484,友,U+53CB,you(437)|yǒu(275),neutral,,friend,G友|三朋四友|不怕神一樣的對手，就怕豬一樣的隊友,1
1485,双,U+53CC,shuāng(373),neutral,雙,variant of 雙|双[shuang1],一箭双雕|一语双关|又双叒叕,3
1486,反,U+53CD,fǎn(2114),neutral,,contrary,一反常態|一反常态|一反往常,3
1487,収,U+53CE,shōu,neutral,,variant of 收[shou1],,
1488,叏,U+53CF,guài,neutral,,,,
1489,叐,U+53D0,bá,neutral,,,,
1490,发,U+53D1,fā(4834)|fa(174)|fà(80),simplified,發|髮,to send out,一发不可收拾|一发而不可收|一触即发,2
1491,叒,U+53D2,ruò,neutral,,old variant of 若[ruo4],又雙叒叕|又双叒叕,
1492,叓,U+53D3,shì|lì,neutral,,,,
1493,叔,U+53D4,shū(215)|shu(153),neutral,,uncle,伯仲叔季|伯叔|伯叔祖母,4
1494,叕,U+53D5,zhuó|yǐ|lì|jué,neutral,,to join together,又雙叒叕|又双叒叕,
1495,取,U+53D6,qǔ(916),neutral,,to take,一介不取|以貌取人|借取,2
1496,受,U+53D7,shòu(1082)|dào,neutral,,to receive,上當受騙|上当受骗|不受歡迎,2
1497,变,U+53D8,biàn(1669),simplified,變,to change,一二八事变|一成不变|七七事变,2
1498,叙,U+53D9,xù(18),neutral,敘,variant of 敘|叙[xu4],以叙|倒叙|埃叙,7-9
1499,叚,U+53DA,jiǎ|xiá,neutral,,variant of 假[jia3],,
1500,叛,U+53DB,pàn(68),neutral,,to betray,三藩叛亂|三藩叛乱|反叛,7-9
1501,叜,U+53DC,sǒu,neutral,,,,
1502,叝,U+53DD,jí,neutral,,,,
1503,叞,U+53DE,wèi,neutral,,,,
1504,叟,U+53DF,sōu|sǒu|xiāo,neutral,,old gentleman,傑弗里·喬叟|杰弗里·乔叟|北叟失馬,
1505,叠,U+53E0,dié(39),neutral,疊,variant of 疊|叠[die2],三叠纪|二叠纪|动词重叠,7-9
1506,叡,U+53E1,ruì,neutral,,variant of 睿[rui4],,
1507,叢,U+53E2,cóng(69),traditional,丛,cluster,人叢|叢冢|叢書,7-9
1508,口,U+53E3,kǒu(1647)|kou(74),neutral,,mouth,一口|一口價|一口价,1
1509,古,U+53E4,gǔ(440)|kū,neutral,,surname Gu,一古腦兒|一古脑儿|一失足成千古恨,3
1510,句,U+53E5,jù(624)|gòu|qú,neutral,,variant of 勾[gou1],一句|一句話|一句话,2
1511,另,U+53E6,lìng(476),neutral,,other,另一|另一半|另一方面,3
1512,叧,U+53E7,guǎ,neutral,,,,
1513,叨,U+53E8,tāo|dāo,neutral,,garrulous,勞勞叨叨|劳劳叨叨|叨叨,7-9
1514,叩,U+53E9,kòu,neutral,,to knock,三跪九叩|叩問|叩问,
1515,只,U+53EA,zhǐ(3118)|zhī(749),neutral,戠|衹|隻,variant of 隻|只[zhi1],三只手|不只|不怕不識貨，只怕貨比貨,2
1516,叫,U+53EB,jiào(2238),neutral,,to shout,亂叫|乱叫|刮刮叫,1
1517,召,U+53EC,zhào(235)|shào,neutral,,surname Shao,南召|南召縣|南召县,4
1518,叭,U+53ED,ba(25)|pā,neutral,,denote a sound or sharp noise (gunfire etc),伸縮喇叭|伸缩喇叭|低音喇叭,7-9
1519,叮,U+53EE,dīng(38),neutral,,"to sting or bite (of mosquito, bee etc)",千叮萬囑|千叮万嘱|半瓶水響叮噹,7-9
